         9419009 function calls (9401623 primitive calls) in 4.188 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 libswscale.py:1(<module>)
     1799    0.001    0.000    0.001    0.000 <attrs generated init pytiled_parser.tileset.Tile>:1(__init__)
      517    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1421(_path_importer_cache)
      417    0.000    0.000    0.001    0.000 _make.py:2567(__setstate__)
        1    0.000    0.000    0.001    0.001 controller.py:151(add_mappings_from_string)
     2501    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
        2    0.000    0.000    0.001    0.001 png.py:1(<module>)
      834    0.001    0.000    0.001    0.000 _make.py:2573(_setattrs)
     4230    0.001    0.000    0.001    0.000 Image.py:139(isImageType)
        1    0.000    0.000    0.001    0.001 ExifTags.py:20(Base)
        1    0.000    0.000    0.001    0.001 space.py:1(<module>)
       14    0.001    0.000    0.001    0.000 {built-in method _posixsubprocess.fork_exec}
      315    0.001    0.000    0.001    0.000 PngImagePlugin.py:427(chunk_IHDR)
     1410    0.001    0.000    0.001    0.000 Image.py:609(_ensure_mutable)
     1811    0.000    0.000    0.001    0.000 texture.py:67(width)
       22    0.000    0.000    0.001    0.000 dataclasses.py:588(_repr_fn)
     2036    0.001    0.000    0.001    0.000 texture.py:74(height)
     7919    0.001    0.000    0.001    0.000 {built-in method _struct.unpack_from}
       18    0.000    0.000    0.001    0.000 sprite_list.py:1074(_write_sprite_buffers_to_gpu)
       12    0.000    0.000    0.001    0.000 _make.py:547(<listcomp>)
      158    0.000    0.000    0.001    0.000 __init__.py:72(CFUNCTYPE)
       73    0.000    0.000    0.001    0.000 pathlib.py:869(__new__)
       19    0.000    0.000    0.001    0.000 vertex_array.py:514(instance)
        1    0.000    0.000    0.001    0.001 shutil.py:1(<module>)
        1    0.000    0.000    0.001    0.001 shadertoy.py:1(<module>)
       19    0.000    0.000    0.001    0.000 vertex_array.py:705(_generate_vao)
        1    0.000    0.000    0.001    0.001 glxext_arb.py:1(<module>)
      162    0.001    0.000    0.001    0.000 _compiler.py:241(_optimize_charset)
      329    0.001    0.000    0.001    0.000 {method 'close' of '_io.BufferedReader' objects}
      323    0.001    0.000    0.001    0.000 hit_box.py:69(put)
       16    0.000    0.000    0.001    0.000 inspect.py:3276(signature)
      315    0.001    0.000    0.001    0.000 Image.py:393(_getdecoder)
       19    0.000    0.000    0.001    0.000 vertex_array.py:38(__init__)
       16    0.000    0.000    0.001    0.000 inspect.py:3022(from_callable)
    15819    0.001    0.000    0.001    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.001    0.001 ElementTree.py:1(<module>)
      352    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:778(spec_from_file_location)
       22    0.000    0.000    0.001    0.000 dataclasses.py:624(_cmp_fn)
     2174    0.001    0.000    0.001    0.000 {built-in method posix._path_normpath}
     2163    0.000    0.000    0.001    0.000 _parser.py:252(get)
        1    0.000    0.000    0.001    0.001 tempfile.py:1(<module>)
     1016    0.000    0.000    0.001    0.000 copy.py:264(<genexpr>)
     2396    0.001    0.000    0.001    0.000 {built-in method PIL._imaging.raw_encoder}
    31/16    0.000    0.000    0.001    0.000 inspect.py:2425(_signature_from_callable)
       13    0.000    0.000    0.001    0.000 __init__.py:274(load)
     1306    0.001    0.000    0.001    0.000 __init__.py:511(cast)
     2163    0.001    0.000    0.001    0.000 typing.py:1223(_is_dunder)
        1    0.000    0.000    0.001    0.001 world.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pickle.py:1(<module>)
       46    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1408(_path_hooks)
      108    0.000    0.000    0.001    0.000 buffer.py:171(write)
        1    0.000    0.000    0.001    0.001 animated.py:1(<module>)
     1635    0.000    0.000    0.001    0.000 {method 'add' of 'set' objects}
     1812    0.001    0.000    0.001    0.000 texture.py:215(create_atlas_name)
     5040    0.001    0.000    0.001    0.000 {built-in method zlib.crc32}
        1    0.000    0.000    0.001    0.001 glx.py:1(<module>)
      435    0.000    0.000    0.001    0.000 typing.py:667(<genexpr>)
     1524    0.001    0.000    0.001    0.000 copy.py:243(_keep_alive)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
      315    0.000    0.000    0.001    0.000 ImagePalette.py:196(raw)
        2    0.001    0.000    0.001    0.000 shader.py:650(__init__)
       19    0.000    0.000    0.001    0.000 vertex_array.py:130(_build)
     3598    0.001    0.000    0.001    0.000 math.py:57(__getitem__)
       12    0.000    0.000    0.001    0.000 _make.py:546(<listcomp>)
     2781    0.001    0.000    0.001    0.000 _parser.py:162(__getitem__)
       48    0.001    0.000    0.001    0.000 {method 'extend' of 'array.array' objects}
        1    0.000    0.000    0.001    0.001 camera.py:1(<module>)
     1994    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
       13    0.000    0.000    0.001    0.000 __init__.py:299(loads)
      525    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:100(acquire)
        1    0.000    0.000    0.001    0.001 framebuffer.py:1(<module>)
       13    0.000    0.000    0.001    0.000 decoder.py:332(decode)
       56    0.000    0.000    0.001    0.000 _compiler.py:509(_compile_info)
      341    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1146(path_stats)
     6055    0.001    0.000    0.001    0.000 {method 'decode' of 'bytes' objects}
      385    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:173(__exit__)
       10    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1239(exec_module)
        2    0.000    0.000    0.001    0.000 shapes.py:1(<module>)
      381    0.000    0.000    0.001    0.000 __init__.py:89(find_spec)
     1810    0.001    0.000    0.001    0.000 texture.py:20(get)
      848    0.000    0.000    0.001    0.000 typing.py:159(_type_convert)
       19    0.000    0.000    0.001    0.000 typing.py:2888(__new__)
      641    0.001    0.000    0.001    0.000 weakref.py:194(get)
       10    0.001    0.000    0.001    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.001    0.001 body.py:1(<module>)
       13    0.001    0.000    0.001    0.000 decoder.py:343(raw_decode)
       46    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1655(_fill_cache)
      525    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:125(release)
  482/155    0.001    0.000    0.001    0.000 _parser.py:172(getwidth)
        1    0.000    0.000    0.001    0.001 __init__.py:454(StrFormatStyle)
       38    0.000    0.000    0.001    0.000 _make.py:732(build_class)
     2396    0.001    0.000    0.001    0.000 {method 'setimage' of 'ImagingEncoder' objects}
      341    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:642(_classify_pyc)
        1    0.000    0.000    0.001    0.001 scene.py:1(<module>)
     1799    0.001    0.000    0.001    0.000 base.py:851(alpha)
        1    0.000    0.000    0.001    0.001 hit_box.py:1(<module>)
     5721    0.001    0.000    0.001    0.000 texture.py:265(image)
        1    0.000    0.000    0.001    0.001 api.py:1(<module>)
        1    0.000    0.000    0.001    0.001 resource.py:1(<module>)
     8439    0.001    0.000    0.001    0.000 texture.py:241(atlas_name)
      315    0.000    0.000    0.001    0.000 PngImagePlugin.py:474(chunk_tRNS)
        1    0.000    0.000    0.001    0.001 toggle.py:1(<module>)
      401    0.001    0.000    0.001    0.000 {method '__exit__' of '_io._IOBase' objects}
       15    0.000    0.000    0.001    0.000 typing.py:2957(TypedDict)
       11    0.000    0.000    0.001    0.000 __init__.py:138(add_file)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
       29    0.000    0.000    0.001    0.000 typing.py:1612(__getitem__)
        1    0.000    0.000    0.001    0.001 application.py:614(set_visible)
       19    0.001    0.000    0.001    0.000 vertex_array.py:240(render)
        1    0.000    0.000    0.001    0.001 __init__.py:577(set_visible)
        1    0.001    0.001    0.001    0.001 __init__.py:407(_map)
5395/5309    0.001    0.000    0.001    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.001    0.001 decimal.py:1(<module>)
       15    0.000    0.000    0.001    0.000 inspect.py:3230(__str__)
     3598    0.001    0.000    0.001    0.000 base.py:334(clear_spatial_hashes)
        1    0.000    0.000    0.001    0.001 shader.py:1(<module>)
     1454    0.001    0.000    0.001    0.000 simple.py:57(_r)
     2552    0.001    0.000    0.001    0.000 _parser.py:231(__next)
     1022    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
       69    0.000    0.000    0.001    0.000 pathlib.py:766(__truediv__)
       11    0.000    0.000    0.001    0.000 program.py:404(_introspect_uniforms)
      341    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:675(_validate_timestamp_pyc)
      315    0.000    0.000    0.001    0.000 PngImagePlugin.py:495(chunk_gAMA)
       69    0.000    0.000    0.001    0.000 pathlib.py:531(_make_child)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
     7822    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
       38    0.000    0.000    0.001    0.000 _make.py:2098(_attrs_to_init_script)
      140    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        1    0.000    0.000    0.001    0.001 GifImagePlugin.py:1(<module>)
     3315    0.001    0.000    0.001    0.000 texture_atlas.py:632(get_texture_id)
        1    0.000    0.000    0.001    0.001 arbiter.py:1(<module>)
       46    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1696(path_hook_for_FileFinder)
       31    0.000    0.000    0.001    0.000 pathlib.py:1054(read_text)
        1    0.000    0.000    0.001    0.001 ImageOps.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _chipmunk_cffi.py:1(<module>)
     1233    0.000    0.000    0.001    0.000 util.py:26(asstr)
        1    0.000    0.000    0.001    0.001 slider.py:1(<module>)
        3    0.000    0.000    0.001    0.000 enum.py:894(_convert_)
        1    0.000    0.000    0.001    0.001 buttons.py:15(UITextureButton)
       16    0.000    0.000    0.001    0.000 _make.py:1623(_make_hash)
     2770    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
        1    0.000    0.000    0.001    0.001 perf_graph.py:1(<module>)
     1799    0.000    0.000    0.001    0.000 base.py:885(register_sprite_list)
      287    0.000    0.000    0.001    0.000 typing.py:245(_collect_parameters)
      315    0.000    0.000    0.001    0.000 BmpImagePlugin.py:55(_dib_accept)
      159    0.000    0.000    0.001    0.000 _make.py:89(attrib)
     3850    0.001    0.000    0.001    0.000 {method 'copy' of 'dict' objects}
        2    0.000    0.000    0.001    0.000 __init__.py:509(set_caption)
        2    0.000    0.000    0.001    0.000 wave.py:1(<module>)
     9652    0.001    0.000    0.001    0.000 copy.py:182(_deepcopy_atomic)
     1410    0.001    0.000    0.001    0.000 {method 'paste' of 'ImagingCore' objects}
      395    0.000    0.000    0.001    0.000 utils.py:6(data_to_ctypes)
        8    0.000    0.000    0.001    0.000 __init__.py:811(_set_text_property)
        1    0.000    0.000    0.001    0.001 PngImagePlugin.py:1(<module>)
        1    0.000    0.000    0.001    0.001 slider.py:21(UISlider)
      315    0.000    0.000    0.001    0.000 ImageFile.py:229(<listcomp>)
      188    0.000    0.000    0.001    0.000 _make.py:2450(__init__)
      315    0.000    0.000    0.001    0.000 PngImagePlugin.py:361(__init__)
      211    0.000    0.000    0.001    0.000 typing.py:1533(<genexpr>)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
       60    0.000    0.000    0.001    0.000 inspect.py:2769(__str__)
        1    0.000    0.000    0.001    0.001 ImageEnhance.py:1(<module>)
       46    0.000    0.000    0.001    0.000 {method 'read' of '_io.TextIOWrapper' objects}
       14    0.000    0.000    0.001    0.000 _make.py:960(add_hash)
     2553    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
       29    0.000    0.000    0.001    0.000 program.py:483(compile_shader)
        1    0.000    0.000    0.001    0.001 vertexdomain.py:1(<module>)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
        1    0.000    0.000    0.001    0.001 buttons.py:192(UIFlatButton)
      315    0.000    0.000    0.001    0.000 ImagePalette.py:37(__init__)
      125    0.001    0.000    0.001    0.000 {method 'splitlines' of 'str' objects}
        1    0.000    0.000    0.001    0.001 ImageDraw.py:1(<module>)
     3598    0.001    0.000    0.001    0.000 base.py:769(texture)
      507    0.000    0.000    0.001    0.000 atlas.py:45(add)
      323    0.000    0.000    0.001    0.000 Image.py:1312(getbands)
        1    0.000    0.000    0.001    0.001 _compat.py:1(<module>)
       48    0.000    0.000    0.001    0.000 typing.py:815(__init__)
     1366    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
      159    0.000    0.000    0.000    0.000 _make.py:2517(<dictcomp>)
       11    0.000    0.000    0.000    0.000 freetype.py:192(add_font_data)
      283    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.fill}
      284    0.000    0.000    0.000    0.000 texture_atlas.py:654(has_image)
       97    0.000    0.000    0.000    0.000 _parser.py:94(closegroup)
     5988    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 _version_info.py:1(<module>)
     8193    0.000    0.000    0.000    0.000 texture_atlas.py:274(<genexpr>)
     1799    0.000    0.000    0.000    0.000 sprite_list.py:1237(_grow_index_buffer)
       16    0.000    0.000    0.000    0.000 inspect.py:2330(_signature_from_function)
        1    0.000    0.000    0.000    0.000 compute_shader.py:1(<module>)
       14    0.000    0.000    0.000    0.000 _make.py:796(_create_slots_class)
     8193    0.000    0.000    0.000    0.000 texture_atlas.py:275(<genexpr>)
      141    0.000    0.000    0.000    0.000 typing.py:301(_remove_dups_flatten)
        1    0.000    0.000    0.000    0.000 __init__.py:421(PercentStyle)
     1911    0.000    0.000    0.000    0.000 lib.py:83(decorate_function)
        2    0.000    0.000    0.000    0.000 xlib.py:79(__init__)
       75    0.000    0.000    0.000    0.000 inspect.py:1449(formatannotation)
     3598    0.000    0.000    0.000    0.000 base.py:349(add_spatial_hashes)
        1    0.000    0.000    0.000    0.000 compat.py:47(apply_version_changes)
     3315    0.000    0.000    0.000    0.000 texture_atlas.py:624(get_texture_region_info)
        1    0.000    0.000    0.000    0.000 ElementPath.py:1(<module>)
       11    0.000    0.000    0.000    0.000 freetype.py:333(__init__)
